Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
30,290,41,2022-01-14,PHI,,BOS,W 111-99,*,32:24,7,15,.467,2,7,.286,5,8,.625,.533,9,9,1.000,1,12,13,6,1,1,2,2,25,24.7,20
31,291,42,2022-01-15,PHI,@,MIA,W 109-98,*,36:17,12,22,.545,0,3,.000,12,19,.632,.545,8,11,.727,3,9,12,3,1,1,2,2,32,26.0,16
32,292,43,2022-01-17,PHI,@,WAS,L 98-117,*,29:18,10,20,.500,3,4,.750,7,16,.438,.575,9,10,.900,2,6,8,1,0,0,4,4,32,19.9,-16
33,293,44,2022-01-19,PHI,,ORL,W 123-110,*,27:03,17,23,.739,1,4,.250,16,19,.842,.761,15,17,.882,1,11,12,2,1,3,2,3,50,45.2,24
34,294,45,2022-01-21,PHI,,LAC,L 101-102,*,36:32,15,25,.600,3,3,1.000,12,22,.545,.660,7,10,.700,5,8,13,6,0,1,5,4,40,31.5,-6
35,295,46,2022-01-23,PHI,@,SAS,W 115-109,*,31:40,16,32,.500,1,3,.333,15,29,.517,.516,5,6,.833,3,9,12,6,0,1,1,2,38,29.5,8
36,296,47,2022-01-25,PHI,,NOP,W 117-107,*,33:10,12,24,.500,0,3,.000,12,21,.571,.500,18,20,.900,6,8,14,4,0,4,3,5,42,36.4,6
37,297,48,2022-01-27,PHI,,LAL,W 105-87,*,34:40,9,20,.450,0,5,.000,9,15,.600,.450,8,13,.615,1,8,9,7,1,2,4,2,26,19.2,21
38,298,49,2022-01-29,PHI,,SAC,W 103-101,*,34:55,10,18,.556,2,5,.400,8,13,.615,.611,14,18,.778,0,12,12,6,0,1,4,0,36,30.3,5
38,,50,2022-01-31,PHI,,MEM,W 122-119 (OT),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,299,51,2022-02-02,PHI,,WAS,L 103-106,*,35:07,11,27,.407,0,3,.000,11,24,.458,.407,5,8,.625,3,11,14,6,1,1,0,3,27,21.4,4
