Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,566,18,2010-11-29,MIA,,WAS,W 105-94,*,38:11,10,18,.556,1,1,1.000,9,17,.529,.583,9,11,.818,1,5,6,5,1,1,7,3,30,19.8,3
19,567,19,2010-12-01,MIA,,DET,W 97-72,*,31:14,8,15,.533,1,1,1.000,7,14,.500,.567,1,2,.500,2,4,6,3,1,0,4,0,18,12.0,17
20,568,20,2010-12-02,MIA,@,CLE,W 118-90,*,30:02,15,25,.600,2,7,.286,13,18,.722,.640,6,9,.667,0,5,5,8,1,1,0,1,38,33.7,26
21,569,21,2010-12-04,MIA,,ATL,W 89-77,*,37:19,5,11,.455,1,1,1.000,4,10,.400,.500,11,13,.846,0,7,7,4,1,1,2,1,22,19.7,7
22,570,22,2010-12-06,MIA,@,MIL,W 88-78,*,38:41,7,16,.438,1,3,.333,6,13,.462,.469,2,4,.500,0,6,6,6,1,1,1,5,17,12.5,17
23,571,23,2010-12-08,MIA,@,UTA,W 111-98,*,39:26,12,20,.600,3,5,.600,9,15,.600,.675,6,7,.857,1,6,7,9,0,0,2,4,33,28.6,0
24,572,24,2010-12-10,MIA,@,GSW,W 106-84,*,30:43,10,18,.556,3,4,.750,7,14,.500,.639,2,3,.667,0,7,7,9,1,1,4,1,25,21.7,22
25,573,25,2010-12-11,MIA,@,SAC,W 104-83,*,35:11,10,19,.526,2,3,.667,8,16,.500,.579,3,5,.600,1,9,10,3,2,0,3,1,25,19.0,15
26,574,26,2010-12-13,MIA,,NOH,W 96-84,*,40:18,6,16,.375,0,3,.000,6,13,.462,.375,8,10,.800,1,3,4,7,0,0,5,2,20,11.1,11
27,575,27,2010-12-15,MIA,,CLE,W 101-95,*,38:31,5,15,.333,0,4,.000,5,11,.455,.333,11,18,.611,2,11,13,5,1,0,4,1,21,14.5,0
28,576,28,2010-12-17,MIA,@,NYK,W 113-91,*,38:13,14,23,.609,3,6,.500,11,17,.647,.674,1,3,.333,1,10,11,10,1,0,5,1,32,27.0,31
29,577,29,2010-12-18,MIA,@,WAS,W 95-94,*,40:31,9,19,.474,3,7,.429,6,12,.500,.553,11,12,.917,1,6,7,6,1,0,4,3,32,24.4,6
30,578,30,2010-12-20,MIA,,DAL,L 96-98,*,36:05,6,17,.353,2,4,.500,4,13,.308,.412,5,7,.714,3,7,10,7,0,0,5,4,19,11.2,-20
31,579,31,2010-12-23,MIA,@,PHO,W 95-83,*,37:23,13,22,.591,2,5,.400,11,17,.647,.636,8,8,1.000,1,5,6,4,3,0,5,5,36,26.8,4
32,580,32,2010-12-25,MIA,@,LAL,W 96-80,*,38:11,8,14,.571,5,6,.833,3,8,.375,.750,6,6,1.000,1,10,11,10,4,0,1,2,27,33.3,15
33,581,33,2010-12-28,MIA,,NYK,W 106-98,*,40:25,8,17,.471,1,2,.500,7,15,.467,.500,1,3,.333,0,10,10,8,0,0,3,3,18,12.9,17
34,582,34,2010-12-29,MIA,@,HOU,W 125-119,*,39:09,8,15,.533,0,4,.000,8,11,.727,.533,4,4,1.000,0,6,6,9,1,0,3,3,20,17.6,16
35,583,35,2011-01-01,MIA,,GSW,W 114-107,*,41:31,7,15,.467,0,3,.000,7,12,.583,.467,11,17,.647,2,5,7,10,1,1,3,1,25,23.1,6
36,584,36,2011-01-03,MIA,@,CHA,W 96-82,*,36:34,15,26,.577,2,4,.500,13,22,.591,.615,6,6,1.000,0,9,9,5,1,0,3,3,38,28.8,20
37,585,37,2011-01-04,MIA,,MIL,W 101-89,*,36:35,8,15,.533,0,0,,8,15,.533,.533,9,11,.818,1,5,6,9,0,2,2,2,25,24.0,10
38,586,38,2011-01-07,MIA,@,MIL,W 101-95 (OT),*,45:16,8,23,.348,1,4,.250,7,19,.368,.370,9,11,.818,1,9,10,5,6,1,5,2,26,20.1,7
39,587,39,2011-01-09,MIA,@,POR,W 107-100 (OT),*,46:11,17,26,.654,3,5,.600,14,21,.667,.712,7,10,.700,3,10,13,6,2,0,6,4,44,35.1,5
40,588,40,2011-01-12,MIA,@,LAC,L 105-111,*,39:44,11,24,.458,3,6,.500,8,18,.444,.521,2,5,.400,2,6,8,6,0,0,3,1,27,17.4,-3
40,,41,2011-01-13,MIA,@,DEN,L 102-130,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
40,,42,2011-01-15,MIA,@,CHI,L 96-99,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
41,589,43,2011-01-18,MIA,,ATL,L 89-93 (OT),*,44:17,11,30,.367,2,10,.200,9,20,.450,.400,10,11,.909,2,8,10,7,2,0,6,3,34,20.5,-5
42,590,44,2011-01-22,MIA,,TOR,W 120-103,*,38:00,14,29,.483,1,3,.333,13,26,.500,.500,9,14,.643,1,10,11,6,2,1,1,2,38,30.1,13
43,591,45,2011-01-27,MIA,@,NYK,L 88-93,*,42:32,7,24,.292,0,2,.000,7,22,.318,.292,10,12,.833,2,9,11,5,2,2,4,3,24,15.0,5
44,592,46,2011-01-28,MIA,,DET,W 88-87,*,44:19,15,25,.600,2,4,.500,13,21,.619,.640,7,10,.700,0,8,8,9,1,2,3,1,39,34.0,4
45,593,47,2011-01-30,MIA,@,OKC,W 108-103,*,40:13,7,14,.500,2,5,.400,5,9,.556,.571,7,11,.636,0,4,4,13,4,3,4,3,23,25.6,6
46,594,48,2011-01-31,MIA,,CLE,W 117-90,*,31:22,7,14,.500,0,0,,7,14,.500,.500,10,11,.909,1,3,4,8,0,2,2,1,24,22.8,20
47,595,49,2011-02-03,MIA,@,ORL,W 104-100,*,42:39,17,25,.680,3,5,.600,14,20,.700,.740,14,17,.824,2,9,11,8,1,1,3,2,51,46.7,2
48,596,50,2011-02-04,MIA,@,CHA,W 109-97,*,36:39,7,13,.538,0,3,.000,7,10,.700,.538,5,6,.833,1,7,8,9,0,0,3,3,19,17.2,10
49,597,51,2011-02-06,MIA,,LAC,W 97-79,*,35:37,6,15,.400,0,2,.000,6,13,.462,.400,0,2,.000,1,5,6,4,4,0,6,2,12,5.3,15
50,598,52,2011-02-08,MIA,,IND,W 117-112,*,41:44,15,23,.652,2,5,.400,13,18,.722,.696,9,13,.692,3,10,13,8,3,1,4,1,41,39.3,18
51,599,53,2011-02-11,MIA,@,DET,W 106-92,*,34:43,7,17,.412,0,2,.000,7,15,.467,.412,2,3,.667,0,8,8,10,4,0,3,0,16,16.9,15
52,600,54,2011-02-13,MIA,@,BOS,L 82-85,*,43:28,10,21,.476,0,2,.000,10,19,.526,.476,2,3,.667,1,6,7,7,1,0,4,2,22,14.5,1
53,601,55,2011-02-15,MIA,@,IND,W 110-103,*,40:55,11,20,.550,1,3,.333,10,17,.588,.575,4,6,.667,1,5,6,5,2,2,5,1,27,20.3,9
54,602,56,2011-02-16,MIA,@,TOR,W 103-95,*,37:38,8,18,.444,0,2,.000,8,16,.500,.444,7,10,.700,3,10,13,8,0,0,5,1,23,17.7,6
55,603,57,2011-02-22,MIA,,SAC,W 117-97,*,30:24,14,26,.538,3,6,.500,11,20,.550,.596,0,3,.000,2,6,8,3,0,0,3,4,31,17.9,18
56,604,58,2011-02-24,MIA,@,CHI,L 89-93,*,41:26,12,21,.571,0,4,.000,12,17,.706,.571,5,6,.833,0,10,10,5,2,1,2,1,29,25.5,3
57,605,59,2011-02-25,MIA,,WAS,W 121-113,*,42:46,5,11,.455,0,1,.000,5,10,.500,.455,15,19,.789,1,8,9,7,1,3,1,2,25,27.0,-4
58,606,60,2011-02-27,MIA,,NYK,L 86-91,*,39:08,10,20,.500,1,5,.200,9,15,.600,.525,6,8,.750,0,7,7,5,3,1,5,2,27,19.7,-3
59,607,61,2011-03-03,MIA,,ORL,L 96-99,*,39:56,11,16,.688,0,2,.000,11,14,.786,.688,7,7,1.000,2,4,6,4,0,2,2,2,29,26.2,0
60,608,62,2011-03-04,MIA,@,SAS,L 95-125,*,36:08,11,19,.579,1,3,.333,10,16,.625,.605,3,7,.429,3,5,8,7,1,0,4,2,26,20.2,-16
61,609,63,2011-03-06,MIA,,CHI,L 86-87,*,41:50,10,18,.556,1,2,.500,9,16,.563,.583,5,6,.833,3,5,8,6,2,0,2,2,26,24.0,-4
62,610,64,2011-03-08,MIA,,POR,L 96-105,*,45:32,14,20,.700,2,4,.500,12,16,.750,.750,1,4,.250,1,10,11,8,1,0,4,3,31,26.5,-2
63,611,65,2011-03-10,MIA,,LAL,W 94-88,*,42:16,7,17,.412,0,3,.000,7,14,.500,.412,5,7,.714,1,7,8,9,1,0,1,1,19,17.8,8
64,612,66,2011-03-12,MIA,,MEM,W 118-85,*,31:55,10,16,.625,2,4,.500,8,12,.667,.688,5,6,.833,1,4,5,5,1,2,3,1,27,23.8,17
65,613,67,2011-03-14,MIA,,SAS,W 110-80,*,41:31,8,19,.421,0,1,.000,8,18,.444,.421,5,5,1.000,0,6,6,8,0,2,2,3,21,16.5,22
66,614,68,2011-03-16,MIA,,OKC,L 85-96,*,39:30,8,21,.381,0,3,.000,8,18,.444,.381,3,3,1.000,0,8,8,3,1,1,1,0,19,12.7,-6
67,615,69,2011-03-18,MIA,@,ATL,W 106-85,*,30:54,16,21,.762,5,7,.714,11,14,.786,.881,6,7,.857,0,2,2,3,0,0,4,2,43,32.2,23
68,616,70,2011-03-19,MIA,,DEN,W 103-98,*,40:40,15,25,.600,1,4,.250,14,21,.667,.620,2,2,1.000,0,6,6,2,2,0,5,3,33,20.5,16
69,617,71,2011-03-23,MIA,@,DET,W 100-94,*,42:05,8,16,.500,0,3,.000,8,13,.615,.500,3,4,.750,3,5,8,7,0,0,3,3,19,14.9,6
70,618,72,2011-03-25,MIA,,PHI,W 111-99,*,41:01,11,17,.647,1,4,.250,10,13,.769,.676,9,9,1.000,2,8,10,2,3,1,4,3,32,28.2,17
71,619,73,2011-03-27,MIA,,HOU,W 125-119,*,40:27,13,21,.619,0,1,.000,13,20,.650,.619,7,9,.778,1,9,10,7,0,0,2,1,33,28.6,5
72,620,74,2011-03-29,MIA,@,CLE,L 90-102,*,43:17,10,21,.476,1,5,.200,9,16,.563,.500,6,10,.600,0,10,10,12,0,0,3,3,27,21.9,-9
73,621,75,2011-03-30,MIA,@,WAS,W 123-107,*,43:49,12,16,.750,1,3,.333,11,13,.846,.781,10,13,.769,1,7,8,8,5,0,5,3,35,34.6,20
74,622,76,2011-04-01,MIA,@,MIN,W 111-92,*,42:53,11,20,.550,0,1,.000,11,19,.579,.550,5,7,.714,2,4,6,10,3,1,3,2,27,26.1,15
75,623,77,2011-04-03,MIA,@,NJN,W 108-94,*,38:55,13,18,.722,0,2,.000,13,16,.813,.722,5,8,.625,2,9,11,7,3,0,7,2,31,26.6,13
76,624,78,2011-04-06,MIA,,MIL,L 85-90,*,39:25,10,22,.455,3,7,.429,7,15,.467,.523,6,8,.750,1,1,2,8,2,2,4,2,29,22.0,-10
77,625,79,2011-04-08,MIA,,CHA,W 112-103,*,37:23,9,16,.563,0,1,.000,9,15,.600,.563,5,6,.833,1,6,7,9,2,1,1,2,23,24.7,12
78,626,80,2011-04-10,MIA,,BOS,W 100-77,*,37:11,11,19,.579,0,2,.000,11,17,.647,.579,5,9,.556,0,5,5,7,4,1,4,1,27,23.2,24
79,627,81,2011-04-11,MIA,@,ATL,W 98-90,*,42:39,10,21,.476,2,4,.500,8,17,.471,.524,12,14,.857,1,9,10,7,3,0,7,1,34,26.4,7
79,,82,2011-04-13,MIA,@,TOR,W 97-79,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
