Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
37,664,38,2012-03-06,MIA,,NJN,W 108-78,*,29:36,9,11,.818,1,1,1.000,8,10,.800,.864,2,2,1.000,1,8,9,6,0,0,5,0,21,19.2,20
38,665,39,2012-03-07,MIA,,ATL,W 89-86,*,41:40,12,20,.600,0,3,.000,12,17,.706,.600,7,10,.700,4,7,11,2,1,2,2,1,31,26.9,7
39,666,40,2012-03-10,MIA,,IND,W 93-91 (OT),*,47:06,8,19,.421,2,3,.667,6,16,.375,.474,9,15,.600,1,7,8,4,4,1,4,1,27,20.4,3
40,667,41,2012-03-13,MIA,@,ORL,L 98-104 (OT),*,42:25,7,20,.350,2,4,.500,5,16,.313,.400,3,3,1.000,3,8,11,8,1,1,6,0,19,13.6,0
41,668,42,2012-03-14,MIA,@,CHI,L 102-106,*,39:38,14,25,.560,2,3,.667,12,22,.545,.600,5,5,1.000,1,4,5,4,4,0,2,2,35,29.0,5
42,669,43,2012-03-16,MIA,@,PHI,W 84-78,*,38:15,12,20,.600,0,2,.000,12,18,.667,.600,5,8,.625,2,5,7,8,2,2,1,0,29,29.5,10
43,670,44,2012-03-18,MIA,,ORL,W 91-81,*,38:58,4,14,.286,0,1,.000,4,13,.308,.286,6,8,.750,0,12,12,7,5,0,4,4,14,12.9,13
44,671,45,2012-03-20,MIA,,PHO,W 99-95,*,37:54,8,18,.444,0,3,.000,8,15,.533,.444,4,6,.667,1,7,8,6,2,2,3,2,20,16.4,15
45,672,46,2012-03-23,MIA,@,DET,W 88-73,*,37:26,6,15,.400,0,3,.000,6,12,.500,.400,5,5,1.000,0,6,6,10,4,1,5,0,17,17.4,8
46,673,47,2012-03-25,MIA,@,OKC,L 87-103,*,39:36,8,18,.444,0,3,.000,8,15,.533,.444,1,1,1.000,0,3,3,7,2,0,4,2,17,10.6,-10
47,674,48,2012-03-26,MIA,@,IND,L 90-105,*,40:49,9,21,.429,2,4,.500,7,17,.412,.476,4,6,.667,2,7,9,2,1,0,6,1,24,11.6,-14
48,675,49,2012-03-29,MIA,,DAL,W 106-85,*,36:13,8,16,.500,0,2,.000,8,14,.571,.500,3,3,1.000,3,6,9,5,2,0,3,3,19,16.2,9
49,676,50,2012-03-30,MIA,@,TOR,W 113-101,*,38:31,11,18,.611,0,2,.000,11,16,.688,.611,4,6,.667,1,3,4,9,1,0,3,0,26,22.9,9
50,677,51,2012-04-01,MIA,@,BOS,L 72-91,*,34:37,11,20,.550,0,0,,11,20,.550,.550,1,2,.500,2,2,4,0,0,1,2,1,23,13.3,-30
51,678,52,2012-04-03,MIA,,PHI,W 99-93,*,38:04,15,25,.600,1,2,.500,14,23,.609,.620,10,13,.769,3,3,6,4,3,1,4,0,41,33.8,12
52,679,53,2012-04-04,MIA,,OKC,W 98-93,*,41:30,10,20,.500,3,7,.429,7,13,.538,.575,11,13,.846,1,6,7,10,4,1,2,2,34,34.6,20
53,680,54,2012-04-06,MIA,,MEM,L 82-97,*,37:38,8,19,.421,2,6,.333,6,13,.462,.474,3,4,.750,2,4,6,6,2,0,3,0,21,16.3,-6
54,681,55,2012-04-08,MIA,,DET,W 98-75,*,32:15,12,22,.545,1,3,.333,11,19,.579,.568,1,5,.200,3,1,4,2,0,1,1,1,26,16.9,10
55,682,56,2012-04-10,MIA,,BOS,L 107-115,*,40:51,11,23,.478,1,3,.333,10,20,.500,.500,13,14,.929,5,2,7,7,1,1,2,3,36,31.4,-6
56,683,57,2012-04-12,MIA,@,CHI,L 86-96 (OT),*,47:18,11,24,.458,3,6,.500,8,18,.444,.521,5,7,.714,1,5,6,5,1,1,4,1,30,19.8,-1
57,684,58,2012-04-13,MIA,,CHA,W 105-82,*,28:44,7,16,.438,0,1,.000,7,15,.467,.438,5,7,.714,1,8,9,5,2,1,2,1,19,16.7,18
58,685,59,2012-04-15,MIA,@,NYK,W 93-85,*,40:15,11,24,.458,1,6,.167,10,18,.556,.479,6,9,.667,2,8,10,3,2,0,6,4,29,15.7,18
59,686,60,2012-04-16,MIA,@,NJN,W 101-98,*,35:12,11,19,.579,1,2,.500,10,17,.588,.605,14,15,.933,1,5,6,7,2,1,4,2,37,32.7,-4
60,687,61,2012-04-18,MIA,,TOR,W 96-72,*,30:12,12,15,.800,1,1,1.000,11,14,.786,.833,3,4,.750,0,5,5,4,2,0,5,0,28,23.2,20
61,688,62,2012-04-19,MIA,,CHI,W 83-72,*,35:20,8,18,.444,1,2,.500,7,16,.438,.472,10,12,.833,0,11,11,6,0,1,1,3,27,22.8,11
61,,63,2012-04-21,MIA,,WAS,L 84-86,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
62,689,64,2012-04-22,MIA,,HOU,W 97-88,*,35:52,11,21,.524,1,3,.333,10,18,.556,.548,9,10,.900,1,7,8,5,1,2,5,1,32,24.6,12
62,,65,2012-04-24,MIA,@,BOS,L 66-78,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
62,,66,2012-04-26,MIA,@,WAS,L 70-104,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
