Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
47,126,49,2005-02-13,CLE,,LAL,W 103-89,*,45:42,8,20,.400,0,0,,8,20,.400,.400,9,10,.900,2,6,8,9,3,1,3,3,25,22.8,9
48,127,50,2005-02-16,CLE,,ATL,W 111-89,*,37:00,11,20,.550,2,2,1.000,9,18,.500,.600,4,5,.800,0,5,5,6,3,0,3,0,28,23.7,27
49,128,51,2005-02-17,CLE,@,MIN,L 88-94,*,41:02,10,19,.526,1,2,.500,9,17,.529,.553,5,6,.833,2,5,7,8,1,0,2,0,26,23.8,-1
50,129,52,2005-02-23,CLE,,CHI,W 100-91,*,44:19,8,17,.471,1,1,1.000,7,16,.438,.500,10,15,.667,1,5,6,11,5,0,3,2,27,27.4,7
51,130,53,2005-02-25,CLE,@,IND,L 82-106,*,40:29,9,25,.360,0,1,.000,9,24,.375,.360,3,4,.750,3,4,7,5,2,1,2,0,21,14.2,-11
52,131,54,2005-02-27,CLE,@,NJN,L 98-104,*,45:05,9,20,.450,1,2,.500,8,18,.444,.475,9,10,.900,1,3,4,7,2,0,5,4,28,19.1,-10
53,132,55,2005-02-28,CLE,,SAS,L 92-94,*,44:41,6,22,.273,1,4,.250,5,18,.278,.295,7,10,.700,1,7,8,7,0,0,2,3,20,10.3,2
54,133,56,2005-03-02,CLE,,SEA,L 86-103,*,40:51,11,20,.550,5,7,.714,6,13,.462,.675,5,8,.625,0,5,5,5,0,0,4,2,32,21.4,-7
55,134,57,2005-03-04,CLE,@,PHI,L 89-98,*,39:57,12,21,.571,0,1,.000,12,20,.600,.571,10,12,.833,1,6,7,7,4,0,6,1,34,28.3,-10
56,135,58,2005-03-06,CLE,,MIA,L 82-102,*,40:14,9,19,.474,0,1,.000,9,18,.500,.474,5,7,.714,0,4,4,5,2,0,1,1,23,17.8,-17
57,136,59,2005-03-08,CLE,,ORL,W 111-92,*,40:37,9,22,.409,2,6,.333,7,16,.438,.455,3,4,.750,0,7,7,8,1,1,1,3,23,18.0,18
58,137,60,2005-03-13,CLE,,IND,W 98-86,*,42:51,12,23,.522,1,5,.200,11,18,.611,.543,10,11,.909,2,3,5,5,1,0,4,1,35,25.7,12
59,138,61,2005-03-15,CLE,,UTA,W 92-73,*,34:11,11,15,.733,2,5,.400,9,10,.900,.800,12,16,.750,2,7,9,2,0,1,1,1,36,32.5,22
60,139,62,2005-03-16,CLE,@,MIL,L 88-96,*,45:07,13,26,.500,4,9,.444,9,17,.529,.577,4,7,.571,1,6,7,6,1,0,5,0,34,22.5,-14
61,140,63,2005-03-18,CLE,,PHI,L 81-93,*,46:00,3,20,.150,0,4,.000,3,16,.188,.150,10,12,.833,0,8,8,8,4,0,4,0,16,10.4,-8
62,141,64,2005-03-20,CLE,@,TOR,L 98-105,*,48:00,18,36,.500,6,12,.500,12,24,.500,.583,14,15,.933,2,8,10,5,2,0,4,0,56,42.9,-7
63,142,65,2005-03-22,CLE,,DET,W 91-76,*,42:56,11,24,.458,2,7,.286,9,17,.529,.500,5,8,.625,1,5,6,6,1,0,0,1,29,22.4,21
64,143,66,2005-03-24,CLE,@,HOU,L 80-99,*,41:47,7,22,.318,1,4,.250,6,18,.333,.341,4,7,.571,0,4,4,8,1,0,2,1,19,10.6,-17
65,144,67,2005-03-26,CLE,@,DAL,L 86-117,*,35:39,7,17,.412,0,2,.000,7,15,.467,.412,5,6,.833,1,3,4,6,0,0,3,1,19,11.9,-24
66,145,68,2005-03-28,CLE,@,NOH,W 109-108 (OT),*,53:00,16,29,.552,3,10,.300,13,19,.684,.603,9,11,.818,2,4,6,3,4,0,10,3,44,26.8,1
67,146,69,2005-03-29,CLE,,LAC,W 94-84,*,40:47,7,20,.350,2,8,.250,5,12,.417,.400,6,7,.857,0,7,7,5,2,1,1,0,22,17.7,11
68,147,70,2005-03-31,CLE,@,CHI,L 90-102 (OT),*,53:00,10,28,.357,1,4,.250,9,24,.375,.375,5,11,.455,4,2,6,7,4,2,3,5,26,16.7,-12
69,148,71,2005-04-01,CLE,,SAC,L 109-128,*,44:09,13,21,.619,2,4,.500,11,17,.647,.667,7,10,.700,0,8,8,9,2,0,7,2,35,27.2,-15
70,149,72,2005-04-03,CLE,,DAL,W 100-80,*,48:00,10,23,.435,4,8,.500,6,15,.400,.522,13,13,1.000,2,8,10,7,2,1,6,3,37,29.1,20
71,150,73,2005-04-05,CLE,,NJN,L 80-111,*,39:50,9,19,.474,3,6,.500,6,13,.462,.553,3,6,.500,2,7,9,4,2,2,6,2,24,16.0,-21
72,151,74,2005-04-06,CLE,@,IND,L 77-98,*,33:17,9,18,.500,0,3,.000,9,15,.600,.500,2,4,.500,2,2,4,3,1,0,2,2,20,12.5,-15
73,152,75,2005-04-08,CLE,@,PHI,L 98-103,*,48:00,12,30,.400,2,6,.333,10,24,.417,.433,11,11,1.000,4,9,13,7,5,0,5,1,37,30.8,-5
74,153,76,2005-04-09,CLE,,MIL,W 98-81,*,46:35,15,26,.577,7,13,.538,8,13,.615,.712,3,3,1.000,1,9,10,10,2,1,3,2,40,37.1,13
75,154,77,2005-04-11,CLE,@,ORL,W 114-106,*,48:00,12,23,.522,1,6,.167,11,17,.647,.543,8,10,.800,1,6,7,6,5,1,2,4,33,29.7,8
76,155,78,2005-04-14,CLE,,NYK,L 89-95,*,41:31,7,25,.280,4,13,.308,3,12,.250,.360,9,14,.643,1,17,18,7,2,2,4,3,27,19.2,1
77,156,79,2005-04-15,CLE,@,WAS,L 111-119,*,48:00,16,33,.485,1,6,.167,15,27,.556,.500,5,8,.625,2,4,6,6,1,0,1,3,38,25.7,-8
78,157,80,2005-04-17,CLE,@,DET,L 87-90,*,45:12,12,35,.343,2,7,.286,10,28,.357,.371,11,14,.786,3,8,11,6,0,1,1,0,37,24.5,-6
79,158,81,2005-04-19,CLE,,BOS,W 100-86,*,46:06,13,27,.481,2,3,.667,11,24,.458,.519,4,5,.800,1,7,8,6,5,0,3,3,32,25.7,13
80,159,82,2005-04-20,CLE,@,TOR,W 104-95,*,48:00,10,23,.435,2,8,.250,8,15,.533,.478,5,10,.500,2,12,14,14,0,1,2,1,27,26.0,9
